Date,Game,Earnings,Players,Tournaments
01052016,Super Street Fighter II Turbo,439.02,7,2
01052016,Under Night In-Birth EXE: Late,400,6,2
01052016,King of Fighters 2002 Unlimited Match,380,3,1
01052016,Persona 4 Arena Ultimax,290,6,2
01052016,Virtua Fighter 5 Final Showdown,268.54,7,2
01052016,Xonotic,250.05,26,1
01052016,Quake Live,225.8,4,5
01052016,Bloodline Champions,167.53,6,2
01052016,Pokk<U+00E9>n Tournament,160.17,4,1
01052016,Age of Empires III,150,1,1
01052016,Dengeki Bunko: Fighting Climax Ignition,142.3,3,1
01052016,Tekken Tag Tournament 2,0,3,1
01062016,Dota 2,3319441.92,140,5
01062016,Counter-Strike: Global Offensive,1153379.58,768,58
01062016,Heroes of the Storm,772400,119,3
01062016,Hearthstone,305946.24,64,12
01062016,SMITE,3.00E+05,114,3
01062016,Mortal Kombat X,2.00E+05,8,1
01062016,Heroes of Newerth,141723.36,40,1
01062016,Vainglory,131040,90,3
01062016,Call of Duty: Black Ops III,116026,97,3
01062016,StarCraft II,103387.84,132,66
01062016,Guild Wars 2,1.00E+05,24,1
01062016,Paladins,1.00E+05,20,1
01062016,Attack on Titan Tribute Game,75000,14,4
01062016,Overwatch,60633.61,98,26
01062016,Super Smash Bros. Melee,52062.67,159,55
01062016,Madden NFL 2016,50000,8,1
01062016,Super Smash Bros. for Wii U,43280.2,101,23
01062016,League of Legends,42758.81,101,8
01062016,WarCraft III,39508.22,33,9
01062016,Street Fighter V,38370,11,2
01062016,Mortal Kombat XL,31297.16,13,3
01062016,Pokk<U+00E9>n Tournament,17490,16,2
01062016,Old School Runescape,10000,1,1
01062016,Project M,6895,22,3
01062016,Rocket League,6020.32,67,28
01062016,Tekken 7,5560,8,1
01062016,Team Fortress 2,3000,24,1
01062016,StarCraft: Brood War,2393.34,2,1
01062016,TrackMania 2: Stadium,2360.37,7,2
01062016,Brawlhalla,2350,26,5
01062016,Chess.com,2000.02,12,2
01062016,Guilty Gear Xrd -REVELATOR-,1760,8,1
01062016,Ultimate Marvel vs. Capcom 3,1660,8,1
01062016,Ultra Street Fighter IV,1220,8,1
01062016,Killer Instinct (2013),1150,8,1
01062016,Super Smash Bros.,610,16,4
01062016,Bloodline Champions,287.79,6,2
01062016,Unreal Tournament (2016),250,8,1
01062016,Pro Evolution Soccer 2016,232.2,3,1
01062016,Quake Live,135.48,2,3
01072016,Counter-Strike: Global Offensive,2955840.82,783,59
01072016,Dota 2,1309745.81,340,20
01072016,Call of Duty: Black Ops III,560540,106,7
01072016,FIFA Online 3,301000,0,1
01072016,Halo 5: Guardians,293000,49,3
01072016,League of Legends,250137.61,313,23
01072016,CrossFire,2.00E+05,20,1
01072016,StarCraft II,199202.99,124,49
01072016,Hearthstone,192870.13,90,11
01072016,Overwatch,154822.92,313,39
01072016,Heroes of the Storm,133192,91,3
01072016,Street Fighter V,116070,13,2
01072016,Clash Royale,99750.27,4,1
01072016,Mortal Kombat XL,57130,8,1
01072016,Super Smash Bros. Melee,53062.41,159,64
01072016,Gears of War: Ultimate Edition,50000,32,1
01072016,Super Smash Bros. for Wii U,44531.11,63,17
01072016,SMITE,38300,72,4
01072016,WarCraft III,27695.11,7,6
01072016,Pokk<U+00E9>n Tournament,21800,8,1
01072016,Killer Instinct (2013),20460,8,1
01072016,Guilty Gear Xrd -REVELATOR-,19100,8,1
01072016,Rocket League,17549.29,65,30
01072016,Ultimate Marvel vs. Capcom 3,7820,8,1
01072016,Tekken 7,5490,8,1
01072016,Age of Empires II,4510,24,5
01072016,Brawlhalla,3899.82,33,10
01072016,Heroes of Newerth,3585.02,0,1
01072016,Quake Live,2000,4,1
01072016,Chess.com,1995,14,2
01072016,FIFA 16,1155.52,5,2
01072016,Team Fortress 2,1104,6,1
01072016,Project M,897,16,5
01072016,Attack on Titan Tribute Game,500,3,1
01072016,Street Fighter X Tekken,300,3,1
01072016,Super Smash Bros.,250,6,1
01072016,Pro Evolution Soccer 2016,245.86,3,1
01072016,StarCraft: Brood War,75,4,1
01072016,Super Smash Bros. Brawl,28.35,3,1
01082016,Dota 2,20858599.5,160,6
01082016,League of Legends,1496842.81,518,23
01082016,Counter-Strike: Global Offensive,508879.35,1101,70
01082016,Heroes of the Storm,328520,110,3
01082016,StarCraft II,302356.05,121,53
01082016,Overwatch,161844.7,209,29
01082016,Hearthstone,127879.57,64,8
01082016,Call of Duty: Black Ops III,106940.2,44,3
01082016,WarCraft III,83274.2,19,7
01082016,Rocket League,68743.89,64,24
01082016,Super Smash Bros. Melee,66995.49,194,61
01082016,Rainbow Six Siege,62500,20,1
01082016,Uncharted 4: A Thief's End,46235.07,5,1
01082016,SMITE,43520,60,3
01082016,Super Smash Bros. for Wii U,40369.25,93,20
01082016,Team Fortress 2,25165.6,43,2
01082016,Quake Live,25000,8,1
01082016,QuakeWorld,25000,16,1
01082016,Heroes of Newerth,10153.72,8,3
01082016,Super Smash Bros.,8860.68,39,9
01082016,Street Fighter V,8360,20,5
01082016,Project M,8060.83,45,8
01082016,FIFA 16,4814.28,8,1
01082016,CrossFire,3280,26,4
01082016,Tekken 7,3000,8,1
01082016,Super Smash Bros. Brawl,2670,14,3
01082016,Chess.com,2001,11,2
01082016,Brawlhalla,1982.66,24,8
01082016,TrackMania 2: Stadium,1703.71,6,4
01082016,Mortal Kombat XL,1070,3,1
01082016,Naruto Shippuden: Ultimate Ninja Storm 4,1000,0,1
01082016,Ultimate Marvel vs. Capcom 3,740,3,1
01082016,Pro Evolution Soccer 2016,516.31,6,2
01082016,Attack on Titan Tribute Game,500,3,1
01082016,iRacing.com,466.2,6,2
01082016,Pokk<U+00E9>n Tournament,355,4,2
01082016,King of Fighters XIV,330,3,1
01082016,Skullgirls Encore,240,6,2
01082016,Guilty Gear Xrd -REVELATOR-,210,3,1
01092016,Call of Duty: Black Ops III,2008322.22,140,2
01092016,Counter-Strike: Global Offensive,1058204.54,763,68
01092016,StarCraft II,469227.01,125,52
01092016,Overwatch,378473.63,256,27
01092016,Hearthstone,260290.8,78,10
01092016,Dota 2,208035.2,157,9
01092016,Heroes of the Storm,135836,70,4
01092016,Point Blank,1.00E+05,65,1
01092016,Rocket League,63545.58,81,27
01092016,Vainglory,60000,45,2
01092016,Street Fighter V,31031.42,18,3
01092016,League of Legends,25015.83,49,7
01092016,Super Smash Bros. Melee,24532.32,188,81
01092016,StarCraft: Brood War,21192,16,1
01092016,Super Smash Bros. for Wii U,20580.68,77,16
01092016,WarCraft III,15479.81,10,6
01092016,Brawlhalla,6367.94,37,11
01092016,Heroes of Newerth,4619.84,8,2
01092016,Chess.com,2004,16,2
01092016,osu!,1900,169,1
01092016,Battlerite,1584.2,5,2
01092016,Attack on Titan Tribute Game,500,3,1
01092016,Mortal Kombat X,500,3,1
01092016,Team Fortress 2,448.63,26,1
01092016,NHL '94,256,3,1
01092016,Pro Evolution Soccer 2016,253.9,3,1
01092016,Age of Empires II,200,2,1
01092016,Super Smash Bros. Brawl,160,4,1
01092016,Age of Empires III,100,2,1
01092016,Xonotic,89.86,22,1
01092016,TrackMania 2: Stadium,56,1,1
01092016,Pokk<U+00E9>n Tournament,50,1,1
01102016,League of Legends,5144753.33,212,13
01102016,Counter-Strike: Global Offensive,2493535.84,992,91
01102016,Dota 2,645307.65,231,14
01102016,Overwatch,363501.37,348,28
01102016,Heroes of the Storm,267606,125,5
01102016,H1Z1,267244,18,2
01102016,CrossFire,210945.47,123,12
01102016,World of WarCraft,2.00E+05,51,2
01102016,StarCraft II,173406.6,107,54
01102016,Hearthstone,170465.17,63,11
01102016,Street Fighter V,137961.77,34,5
01102016,World of Tanks,1.00E+05,27,1
01102016,Call of Duty: Black Ops III,60484.9,64,4
01102016,Super Smash Bros. Melee,59083.27,178,64
01102016,Halo 5: Guardians,53750,51,6
01102016,iRacing.com,45000,23,3
01102016,Age of Empires II,30581,79,3
01102016,Gears of War 4,28415,40,6
01102016,Super Smash Bros. for Wii U,26821.27,87,19
01102016,Rainbow Six Siege,26661.62,28,2
01102016,Rocket League,24753.36,91,28
01102016,SMITE,24035.09,40,3
01102016,WarCraft III,20093.27,25,13
01102016,Age of Empires,16425,60,4
01102016,FIFA 17,15000,4,1
01102016,Project Cars,12400,9,2
01102016,Mortal Kombat XL,11444.23,11,2
01102016,Clash Royale,10109.29,6,3
01102016,Old School Runescape,10000,1,1
01102016,Tekken 7,8244.56,14,2
01102016,Brawlhalla,6439,49,9
01102016,Project M,5790,19,3
01102016,Guilty Gear Xrd -REVELATOR-,5010.19,23,3
01102016,King of Fighters XIV,4988.49,18,3
01102016,Heroes of Newerth,4627.23,9,2
01102016,Paladins,4000,6,1
01102016,Battlefield 4,2887.63,20,1
01102016,BlazBlue: Central Fiction,2836.51,11,2
01102016,Chess.com,2253,9,2
01102016,Pro Evolution Soccer 2017,1875.3,8,2
01102016,Call of Duty: Modern Warfare 2,1700,12,1
01102016,Skullgirls 2nd Encore,1700,8,1
01102016,Tetris,1500,2,1
01102016,Super Smash Bros.,1320,10,2
01102016,Ultimate Marvel vs. Capcom 3,1133.4,5,2
01102016,Super Street Fighter II Turbo,925.7,8,1
01102016,Melty Blood: Actress Again Current Code,700,8,1
01102016,Under Night In-Birth EXE: Late,690,8,1
01102016,Unreal Tournament (2016),675,7,1
01102016,Killer Instinct (2013),599.59,6,2
01102016,Dengeki Bunko: Fighting Climax Ignition,520,8,1
01102016,Attack on Titan Tribute Game,500,3,1
01102016,Persona 4 Arena Ultimax,470,3,1
01102016,Guilty Gear XX Accent Core Plus R,460,3,1
01102016,Vampire Savior,458.74,6,2
01102016,Battlerite,359.36,13,4
01102016,Vainglory,327.36,9,3
01102016,Catherine,270,3,1
01102016,Nitroplus Blasterz: Heroines Infinite Duel,260,3,1
01102016,Koihime Enbu,250,3,1
01102016,Team Fortress 2,243.84,18,1
01102016,Pokk<U+00E9>n Tournament,216.49,3,1
01102016,Arcana Heart 3: LOVE MAX!!!!!,210,3,1
01102016,Age of Empires III,200,2,1
01102016,Aquapazza: Aquaplus Dream Match,160,3,1
01112016,Counter-Strike: Global Offensive,1461466.76,1201,97
01112016,Hearthstone,1107696.94,63,9
01112016,Heroes of the Storm,1000400,70,3
01112016,Dota 2,764842.75,286,17
01112016,League of Legends,715492.4,376,21
01112016,StarCraft II,618987.17,112,37
01112016,Overwatch,377891.9,429,29
01112016,Gears of War 4,317870,70,8
01112016,World of WarCraft,250000,30,1
01112016,Blade & Soul,156182.4,28,2
01112016,Rainbow Six Siege,136113.77,52,8
01112016,Halo 5: Guardians,106000,37,3
01112016,Super Smash Bros. Melee,84906.68,183,70
01112016,KartRider,76912,12,2
01112016,Clash Royale,73000,16,1
01112016,Rocket League,64473.11,110,36
01112016,Street Fighter V,52647.26,30,5
01112016,Brawlhalla,51000,22,3
01112016,WarCraft III,50298.09,27,17
01112016,Tekken 7,41337.49,17,4
01112016,SMITE,35550,20,1
01112016,Super Smash Bros. for Wii U,26791.06,112,24
01112016,FIFA 17,15305.99,37,3
01112016,Project Cars,12400,9,2
01112016,Team Fortress 2,6588.98,63,3
01112016,Battlerite,5013.48,39,16
01112016,rFactor 2,4723.91,30,1
01112016,Vainglory,4608.11,21,5
01112016,FIFA 16,4555.07,8,1
01112016,Age of Empires,4144.8,12,1
01112016,Forza Motorsport 6,4050,29,6
01112016,TrackMania 2: Stadium,3522.52,9,3
01112016,Project M,2329.97,27,5
01112016,Chess.com,2003,11,2
01112016,Age of Empires II,1660.56,7,2
01112016,Mortal Kombat X,1080,2,1
01112016,Pro Evolution Soccer 2017,1024.93,10,3
01112016,Age of Empires III,550,3,1
01112016,StarCraft: Brood War,511.8,3,1
01112016,Super Smash Bros.,355.98,10,4
01112016,Rivals of Aether,250,1,1
01122016,Dota 2,4667978.88,268,12
01122016,Counter-Strike: Global Offensive,2396107.32,1091,68
01122016,FIFA Online 3,5.00E+05,30,1
01122016,CrossFire,471847.71,32,2
01122016,Overwatch,451283.45,422,36
01122016,Street Fighter V,360000,8,1
01122016,Heroes of the Storm,3.00E+05,40,1
01122016,League of Legends,289012.25,227,16
01122016,Hearthstone,287807.95,93,14
01122016,Halo 5: Guardians,217000,32,2
01122016,Gears of War 4,155000,40,2
01122016,MechWarrior Online,143490,0,1
01122016,Rocket League,143475.71,90,35
01122016,Vainglory,128493.18,46,6
01122016,Call of Duty: Infinite Warfare,125020.99,56,4
01122016,WarCraft III,104795.22,12,9
01122016,StarCraft II,103955.34,104,42
01122016,Madden NFL 2017,1.00E+05,16,1
01122016,Super Smash Bros. Melee,48447,120,50
01122016,Super Smash Bros. for Wii U,43917.79,64,12
01122016,Counter-Strike Online,40000,15,1
01122016,Forza Motorsport 6,35800,16,1
01122016,Clash Royale,31000,8,1
01122016,Team Fortress 2,19010,72,4
01122016,Call of Duty: Black Ops III,11234.16,24,1
01122016,Heroes of Newerth,11229.63,20,1
01122016,Old School Runescape,10000,1,1
01122016,Project Cars,6416,4,5
01122016,Battlerite,5924.7,28,16
01122016,Tekken 7,5203.81,3,1
01122016,Age of Empires II,4794.47,27,7
01122016,osu!,4320,245,1
01122016,Age of Empires,2420,16,1
01122016,Chess.com,2004,12,2
01122016,Pro Evolution Soccer 2017,1797.48,16,6
01122016,StarCraft: Brood War,1764,5,2
01122016,MOBA Legends,225,3,1
01122016,Quake Live,48.02,2,1
01012017,Counter-Strike: Global Offensive,2782649.22,405,33
01012017,Dota 2,1943033.97,201,11
01012017,SMITE,1150000,60,2
01012017,rFactor 2,1.00E+06,30,1
01012017,Hearthstone,526650.14,116,15
01012017,StarCraft II,495891.53,91,51
01012017,Overwatch,231537,327,29
01012017,Paladins,150000,40,1
01012017,Gears of War 4,1.00E+05,40,1
01012017,Heroes of the Storm,82080,28,1
01012017,League of Legends,68353.59,40,5
01012017,WarCraft III,59001.56,29,17
01012017,Halo 5: Guardians,52000,45,3
01012017,Super Smash Bros. Melee,50901.21,165,50
01012017,Call of Duty: Infinite Warfare,45466.7,52,3
01012017,Super Smash Bros. for Wii U,33447.46,91,18
01012017,StarCraft: Brood War,29955.2,28,1
01012017,Age of Empires II,24500,51,3
01012017,Mad Skills Motocross 2,20163,12,1
01012017,FIFA Online 3,13023,3,1
01012017,FIFA 17,12955.2,9,3
01012017,Rocket League,12429.85,88,52
01012017,Mortal Kombat XL,11750,11,2
01012017,Rivals of Aether,11160,4,1
01012017,Team Fortress 2,10500,42,2
01012017,Street Fighter V,5160,13,3
01012017,Guilty Gear Xrd -REVELATOR-,3420,11,2
01012017,Super Smash Bros.,3310,13,3
01012017,ComPet,2000,50,1
01012017,Chess.com,1903,12,2
01012017,Ultimate Marvel vs. Capcom 3,1800,10,2
01012017,BlazBlue: Central Fiction,1660,11,2
01012017,Skullgirls 2nd Encore,1600,8,1
01012017,Age of Empires,1408,17,1
01012017,Mystery Game Tournament,1200,8,1
01012017,Battlerite,1163.87,13,5
01012017,Brawlhalla,1060,6,3
01012017,King of Fighters XIV,1010,11,2
01012017,Pokk<U+00E9>n Tournament,1010,9,3
01012017,Killer Instinct (2013),1000,5,2
01012017,Dead or Alive 5: Last Round,400,3,1
01012017,Vampire Savior,390,3,1
01012017,Catherine,340,3,1
01012017,Guilty Gear XX Accent Core Plus R,320,3,1
01012017,Tekken Tag Tournament 2,310,3,1
01012017,Melty Blood: Actress Again Current Code,290,3,1
01012017,Project Cars,282.5,2,5
01012017,Ultra Street Fighter IV,280,3,1
01012017,Super Street Fighter II Turbo,270,3,1
01012017,Divekick,240,3,1
01012017,Tetris Ultimate,221,3,1
01012017,Soul Calibur II HD Online,210,3,1
01012017,Under Night In-Birth EXE: Late,210,3,1
01012017,Persona 4 Arena Ultimax,190,3,1
01012017,Tatsunoko vs. Capcom: Ultimate All-Stars,160,3,1
01012017,Capcom vs. SNK 2,140,3,1
01012017,Dengeki Bunko: Fighting Climax Ignition,120,3,1
01012017,Critical Ops,106.41,4,1
01012017,Quake Live,100.58,3,3
01012017,Rainbow Six Siege,100,5,1
01012017,Xonotic,53.53,16,1
01022017,Counter-Strike: Global Offensive,629442.8,550,45
01022017,FIFA 17,340561.57,42,10
01022017,Dota 2,339752.25,111,7
01022017,Call of Duty: Infinite Warfare,313055.2,82,9
01022017,Madden NFL 2017,250000,16,1
01022017,Rainbow Six Siege,2.00E+05,60,2
01022017,League of Legends,183747.37,133,9
01022017,Hearthstone,80730.29,41,10
01022017,Rocket League,74716.07,116,66
01022017,Overwatch,70594.81,303,33
01022017,WarCraft III,46989.14,23,13
01022017,Halo 5: Guardians,46000,36,3
01022017,Pro Evolution Soccer 2017,40000,4,1
01022017,Heroes of the Storm,30800,58,3
01022017,Super Smash Bros. for Wii U,24846.6,107,22
01022017,Super Smash Bros. Melee,23098.68,109,37
01022017,StarCraft II,14294.86,74,54
01022017,Battlerite,11228.23,28,8
01022017,Age of Empires II,10810,37,6
01022017,Clash Royale,5000,4,1
01022017,Project Cars,4978.71,2,5
01022017,BlazBlue: Central Fiction,3240,4,1
01022017,Guilty Gear Xrd -REVELATOR-,3210,4,1
01022017,Brawlhalla,2500,35,4
01022017,osu!,1620,86,1
01022017,Chess.com,1399.98,6,1
01022017,TrackMania 2: Stadium,1064.99,3,1
01022017,S.K.I.L.L. - Special Force 2,1000,0,1
01022017,Under Night In-Birth EXE: Late,750,4,1
01022017,Super Smash Bros.,616.43,16,2
01022017,Gears of War 4,500,5,1
01022017,Team Fortress 2,450,18,1
01022017,Street Fighter V,307.83,8,1
01022017,Age of Empires III,200,4,1
01022017,King of Fighters XIV,150,4,1
01022017,Quake Live,102.51,4,3
01022017,Project M,97.18,3,1
01022017,Yu-Gi-Oh! Duel Links,12.97,2,2
01032017,Halo 5: Guardians,1050000,52,2
01032017,Counter-Strike: Global Offensive,521025.68,533,45
01032017,StarCraft II,426837.91,100,50
01032017,Hearthstone,422424.53,69,7
01032017,Call of Duty: Infinite Warfare,277852.98,127,10
01032017,Heroes of the Storm,237891.35,80,3
01032017,League of Legends,216050.36,247,15
01032017,Magic: The Gathering Online,116000,16,1
01032017,Overwatch,108385.88,463,32
01032017,Super Smash Bros. Melee,84936.02,124,37
01032017,Dota 2,65944,120,13
01032017,Super Smash Bros. for Wii U,58865.05,109,25
01032017,SMITE,45000,30,1
01032017,Street Fighter V,35424.09,25,4
01032017,StarCraft: Brood War,31255,19,4
01032017,Killer Instinct (2013),30000,32,1
01032017,Rocket League,18898.88,99,49
01032017,CrossFire,15500,25,2
01032017,WarCraft III,12911.46,44,19
01032017,Old School Runescape,10000,1,1
01032017,Mortal Kombat XL,9962.4,3,1
01032017,FIFA 17,4500,3,1
01032017,Brawlhalla,3500,34,5
01032017,Paladins,2762.75,36,6
01032017,Vainglory,2500,11,1
01032017,iRacing.com,2445.99,126,3
01032017,Age of Empires II,2248,13,4
01032017,Project M,2197.68,16,2
01032017,Rainbow Six Siege,2134.8,10,1
01032017,Chess.com,1400,7,1
01032017,Battlerite,1170.24,6,5
01032017,Team Fortress 2,893.82,36,2
01032017,Super Smash Bros.,700,8,1
01032017,TrackMania 2: Stadium,427.69,22,1
01032017,Project Cars,226,1,4
01032017,NHL '94,225,3,1
01032017,Gwent,200,3,1
01032017,Age of Empires III,150,2,2
01032017,Quake Live,78.06,4,3
01032017,Yu-Gi-Oh! Duel Links,38.74,6,4
01042017,Dota 2,3800394.59,319,19
01042017,League of Legends,1870263.04,659,27
01042017,Counter-Strike: Global Offensive,986212.67,1342,85
01042017,Overwatch,317627.56,427,38
01042017,H1Z1,3.00E+05,25,1
01042017,FIFA 17,242390.8,39,11
01042017,StarCraft II,216992.34,121,60
01042017,Gears of War 4,202000,60,5
01042017,SMITE,165000,65,2
01042017,Madden NFL 2017,154000,18,2
01042017,Hearthstone,128320.05,100,11
01042017,Pro Evolution Soccer 2017,120000,12,3
01042017,Heroes of Newerth,116516.16,20,1
01042017,Call of Duty: Infinite Warfare,104473.16,122,17
01042017,Rocket League,103339.2,131,44
01042017,World of Tanks,1.00E+05,30,1
01042017,Vainglory,86500,84,6
01042017,KartRider,76160.35,33,2
01042017,Paladins,75478.83,60,3
01042017,Street Fighter V,54726.67,34,8
01042017,Super Smash Bros. Melee,51198.02,118,35
01042017,Attack on Titan Tribute Game,50000,8,1
01042017,Heroes of the Storm,26095.3,55,3
01042017,Forza Motorsport 6,25000,12,1
01042017,Super Smash Bros. for Wii U,22112.05,65,18
01042017,WarCraft III,16944.39,33,18
01042017,Team Fortress 2,16228.59,42,2
01042017,Brawlhalla,15340.4,62,14
01042017,World of WarCraft,12000,17,2
01042017,Rainbow Six Siege,7959.24,15,1
01042017,Chess.com,5501,21,4
01042017,Age of Empires II,5105,24,3
01042017,StarCraft: Brood War,5086.4,17,6
01042017,TrackMania 2: Stadium,3841.16,10,3
01042017,Rivals of Aether,2940,10,2
01042017,Age of Empires,1980,18,4
01042017,Gwent,1500,8,2
01042017,Battlerite,1332.78,12,6
01042017,Super Smash Bros. Brawl,1021.77,14,3
01042017,CrossFire,869.42,20,1
01042017,Super Smash Bros.,780,12,2
01042017,Ultimate Marvel vs. Capcom 3,660,6,2
01042017,Guilty Gear Xrd -REVELATOR-,507.94,9,3
01042017,TrackMania 2: Canyon,318.36,3,1
01042017,Project Cars,282.5,1,5
01042017,Pokk<U+00E9>n Tournament,250,5,2
01042017,King of Fighters XIV,218.67,6,2
01042017,Mortal Kombat XL,200,3,1
01042017,Quake Live,106.09,5,4
01042017,Yu-Gi-Oh! Duel Links,102.45,12,8
01042017,NHL '94,96.2,4,2
01042017,Project M,93.05,6,3
01042017,BlazBlue: Central Fiction,80,3,1
01042017,Street Fighter X Tekken,80,3,1
01042017,Xonotic,52.96,9,1
01042017,Street Fighter III: 3rd Strike,38.36,0,1
01052017,League of Legends,1803844.98,195,9
01052017,Heroes of the Storm,1502538.9,204,7
01052017,Counter-Strike: Global Offensive,1116244.78,963,63
01052017,Call of Duty: Infinite Warfare,746696.38,140,10
01052017,FIFA 17,525587.13,51,7
01052017,Dota 2,515118.41,240,13
01052017,Madden NFL 2017,5.00E+05,32,1
01052017,World of Tanks,3.00E+05,68,1
01052017,Street Fighter V,294184.91,45,7
01052017,Hearthstone,265317.42,56,8
01052017,Attack on Titan Tribute Game,2.00E+05,18,8
01052017,Rainbow Six Siege,188860.47,56,2
01052017,Gwent,101294.04,23,9
01052017,Gears of War 4,101000,40,3
01052017,StarCraft II,93993.09,118,49
01052017,Vainglory,88000,49,2
01052017,Rocket League,78633.61,124,34
01052017,Halo 5: Guardians,75000,50,1
01052017,Overwatch,68135.63,255,24
01052017,Super Smash Bros. for Wii U,44425.19,118,31
01052017,Super Smash Bros. Melee,28557.36,93,23
01052017,Injustice 2,24160,10,2
01052017,Brawlhalla,18390,58,10
01052017,World of WarCraft,18000,21,3
01052017,Age of Empires,8360,40,2
01052017,SMITE,7900,20,1
01052017,Killer Instinct (2013),6690,8,1
01052017,Wolfenstein: Enemy Territory,4493.3,23,2
01052017,Battlerite,4146.59,22,5
01052017,Project M,4065.25,14,2
01052017,Skullgirls 2nd Encore,3500,8,1
01052017,WarCraft III,3206.88,17,10
01052017,Guilty Gear Xrd REV 2,3190,8,1
01052017,King of Fighters XIV,2630,15,3
01052017,StarCraft: Brood War,2085.7,10,7
01052017,Tekken 7,1800,8,1
01052017,Ultimate Marvel vs. Capcom 3,1640,14,3
01052017,BlazBlue: Central Fiction,1610,15,3
01052017,Mortal Kombat XL,1450,8,1
01052017,Chess.com,1400,8,1
01052017,Mystery Game Tournament,1280,8,1
01052017,Super Street Fighter II Turbo,1270,12,2
01052017,Vampire Savior,910,8,1
01052017,Super Smash Bros.,887.31,4,1
01052017,CrossFire,869.42,20,1
01052017,Age of Empires II,800,4,2
01052017,Soul Calibur II HD Online,650,8,1
01052017,Capcom vs. SNK 2,470,3,1
01052017,Guilty Gear Xrd -REVELATOR-,400,7,2
01052017,Yu-Gi-Oh! Duel Links,388.61,22,11
01052017,Project Cars,168.5,2,3
01052017,Pokk<U+00E9>n Tournament,80,3,1
01052017,Quake Live,61.54,4,3
01062017,Counter-Strike: Global Offensive,2424495.32,857,75
01062017,Dota 2,876130.64,204,10
01062017,CrossFire,498910.32,65,3
01062017,StarCraft II,428338.92,149,49
01062017,Pro Evolution Soccer 2017,350000,3,1
01062017,Gears of War 4,3.00E+05,60,1
01062017,Heroes of the Storm,250000,60,1
01062017,Call of Duty: Infinite Warfare,237200,86,11
01062017,Rocket League,210384.87,94,19
01062017,League of Legends,207260.6,123,7
01062017,Overwatch,198310.15,244,26
01062017,Forza Motorsport 6,107750,24,1
01062017,Hearthstone,82579.63,70,9
01062017,StarCraft: Brood War,65401.8,46,12
01062017,Super Smash Bros. for Wii U,56459.96,80,20
01062017,Street Fighter V,56436.66,28,5
01062017,Halo 5: Guardians,50000,33,1
01062017,Attack on Titan Tribute Game,45000,8,1
01062017,Super Smash Bros. Melee,40121.8,63,17
01062017,Injustice 2,24240,11,2
01062017,FIFA 17,19322.9,4,2
01062017,World of WarCraft,16000,22,3
01062017,Clash Royale,15668.02,8,1
01062017,Tekken 7,13247.02,14,4
01062017,Pokk<U+00E9>n Tournament,11320,19,3
01062017,Project M,8120,31,4
01062017,Killer Instinct (2013),5780,8,1
01062017,Age of Empires II,4334.92,13,3
01062017,Battlerite,3200,11,4
01062017,WarCraft III,2779.13,22,12
01062017,Super Smash Bros.,2170,20,3
01062017,Guilty Gear Xrd REV 2,1590,10,2
01062017,Gwent,1533.85,22,8
01062017,Age of Empires III,1500,3,1
01062017,Ultimate Marvel vs. Capcom 3,1450,8,1
01062017,Brawlhalla,1440,39,3
01062017,Chess.com,1399.99,6,1
01062017,King of Fighters XIV,780,11,2
01062017,BlazBlue: Central Fiction,760,8,1
01062017,Heroes of Newerth,530.45,0,1
01062017,Mortal Kombat XL,400,2,1
01062017,Paladins,250.88,9,1
01062017,Quake Champions,191.44,7,2
01062017,Super Smash Bros. Brawl,140,3,1
01062017,Yu-Gi-Oh! Duel Links,83.63,6,3
01062017,Quake Live,43.97,3,2
01072017,Counter-Strike: Global Offensive,1892654.36,988,86
01072017,Overwatch,822189.13,497,25
01072017,Call of Duty: Infinite Warfare,778850,145,12
01072017,Dota 2,568000.28,243,11
01072017,League of Legends,369124.31,417,18
01072017,Hearthstone,357510.65,90,10
01072017,FIFA Online 3,329000,43,1
01072017,Heroes of the Storm,257039,118,6
01072017,H1Z1,219550,34,2
01072017,StarCraft II,201682.8,172,66
01072017,Halo 5: Guardians,2.00E+05,57,1
01072017,SMITE,2.00E+05,58,2
01072017,Rocket League,136834.22,58,15
01072017,Clash Royale,106712.64,20,2
01072017,Paladins,1.00E+05,39,1
01072017,Street Fighter V,81287.01,18,3
01072017,Injustice 2,61300,16,2
01072017,World of WarCraft,60000,38,4
01072017,Super Smash Bros. Melee,53521.28,96,25
01072017,Super Smash Bros. for Wii U,48314.17,98,23
01072017,Tekken 7,42916,20,4
01072017,Old School Runescape,25000,2,1
01072017,Guilty Gear Xrd REV 2,18170,8,1
01072017,King of Fighters XIV,17740,8,1
01072017,BlazBlue: Central Fiction,15000,8,1
01072017,Brawlhalla,14190,51,9
01072017,Heavy Metal Machines,12339.33,35,1
01072017,WarCraft III,7913.74,19,16
01072017,Hand of the Gods,7700,7,2
01072017,CrossFire,7662,46,2
01072017,Ultimate Marvel vs. Capcom 3,6520,8,1
01072017,Company of Heroes 2,3556.22,8,1
01072017,Quake Champions,3553.7,15,14
01072017,Pokk<U+00E9>n Tournament,3320,3,1
01072017,Project Cars,2925,8,1
01072017,TrackMania 2: Stadium,2600.43,8,4
01072017,Vainglory,2400,6,1
01072017,Gwent,1773.08,21,8
01072017,Chess.com,1400,9,1
01072017,StarCraft: Brood War,1250,11,4
01072017,ARMS,1135,13,3
01072017,Battlerite,1000,12,1
